Time;ET0;Rn;soilT;airT;Hum vol suelo;Vel Viento;HR aire;Pp
4-30-2017 20:00;1.961;6.841;290.371;286.731;0.259;1.842;78.665;0
01-05-2017 20:00;1.743;5.402;290.492;287.196;0.262;1.445;74.175;0
02-05-2017 20:00;1.99;6.628;289.786;287.102;0.26;2.063;77.966;0
03-05-2017 20:00;1.409;4.477;290.416;287.012;0.265;1.337;78.91;0
04-05-2017 20:00;0.99;3.369;289.329;285.342;0.262;1.108;83.494;0
05-05-2017 20:00;1.99;6.084;290.141;288.18;0.268;1.231;69.479;0
06-05-2017 20:00;1.811;4.309;290.429;289.038;0.27;1.507;66.621;0
07-05-2017 20:00;2.057;6.246;289.729;287.669;0.268;1.819;73.053;0
08-05-2017 20:00;1.877;6.483;289.195;285.966;0.266;2.051;78.415;0
09-05-2017 20:00;0.758;0.618;288.833;288.335;0.266;1.264;71.705;0
10-05-2017 20:00;0.78;1.211;290.077;291.126;0.274;0.698;65.843;0
11-05-2017 20:00;1.331;3.446;290.484;289.929;0.31;1.135;74.645;1.37
12-05-2017 20:00;2.352;6.802;290.727;291.162;0.521;1.614;72.68;0.685
5-13-2017 20:00;2.106;7.247;290.453;289.733;0.509;1.357;80.616;0
5-14-2017 20:00;2.022;7.481;290.082;288.797;0.5;1.672;84.818;0
5-15-2017 20:00;1.369;3.97;289.985;288.39;0.495;1.243;77.293;0
5-16-2017 20:00;1.547;4.046;289.706;288.109;0.488;1.401;71.642;0
5-17-2017 20:00;2.015;3.093;289.695;288.295;0.476;2.692;64.668;0
5-18-2017 20:00;0.437;1.131;286.779;283.543;0.46;0.745;82.658;0
5-19-2017 20:00;1.652;5.832;286.822;285.371;0.451;1.033;74.047;0
5-20-2017 20:00;1.966;5.9;287.203;287.431;0.445;1.317;68.071;0
5-21-2017 20:00;0.404;0;287.648;286.754;0.44;1.358;81.521;0
5-22-2017 20:00;1.73;5.837;287.736;286.392;0.434;1.775;78.82;1.671
5-23-2017 20:00;2.026;6.967;287.55;286.091;0.425;1.411;72.919;0
5-24-2017 20:00;1.952;6.151;287.517;286.556;0.417;1.515;71.154;0
5-25-2017 20:00;1.756;5.531;287.408;286.353;0.407;1.747;75.415;0
5-26-2017 20:00;1.555;5.477;287.191;285.725;0.397;1.513;80.204;0
5-27-2017 20:00;1.355;4.398;286.801;285.342;0.387;1.558;79.217;0
5-28-2017 20:00;1.408;4.656;287.207;285.159;0.381;2.012;81.103;0
5-29-2017 20:00;1.496;4.969;286.482;284.736;0.369;1.487;76.197;0
5-30-2017 20:00;2.11;4.544;286.589;287.365;0.362;1.883;59.602;0
5-31-2017 20:00;1.511;4.846;286.465;284.888;0.352;1.804;77.16;0
01-06-2017 20:00;1.414;5.276;287.456;285.462;0.35;1.579;84.282;0
02-06-2017 20:00;1.869;6.371;288.317;286.264;0.347;1.387;74.742;0
03-06-2017 20:00;1.244;4.559;286.769;284.067;0.331;1.454;82.568;0
04-06-2017 20:00;0.955;3.513;286.846;284.226;0.327;1.258;86.13;0
05-06-2017 20:00;1.351;4.539;287.648;285.446;0.327;1.433;79.919;0
06-06-2017 20:00;0.685;1.45;287.233;285.749;0.321;1.278;80.965;0
07-06-2017 20:00;1.732;5.087;287.488;286.761;0.319;1.38;70.109;1.363
08-06-2017 20:00;2.679;3.948;287.378;290.361;0.313;1.769;41.709;0
09-06-2017 20:00;2.199;4.357;287.582;287.69;0.307;2.271;61.136;0
10-06-2017 20:00;1.571;5.314;288.637;286.436;0.307;1.44;79.094;0
11-06-2017 20:00;1.403;4.629;288.251;285.891;0.302;1.571;80.171;0
12-06-2017 20:00;1.868;6.123;288.173;286.663;0.301;1.798;76.572;0
6-13-2017 20:00;1.174;3.327;288.38;286.186;0.302;1.274;76.565;0
6-14-2017 20:00;1.071;3.382;287.43;284.824;0.297;1.758;83.128;0
6-15-2017 20:00;1.03;2.466;287.273;286.128;0.296;1.605;78.481;0
6-16-2017 20:00;1.417;4.596;287.513;286.147;0.298;1.741;80.775;0
6-17-2017 20:00;1.28;4.773;287.282;284.634;0.296;1.726;84.807;0
6-18-2017 20:00;1.535;5.253;287.322;285.328;0.296;1.955;80.617;0
6-19-2017 20:00;1.136;3.443;287.986;284.984;0.298;1.317;77.954;0
6-20-2017 20:00;1.189;4.136;286.556;283.785;0.292;1.831;82.748;0
6-21-2017 20:00;1.807;5.713;287.418;285.649;0.296;2.245;76.277;0
6-22-2017 20:00;1.407;4.208;287.851;285.865;0.297;1.671;77.304;0
6-23-2017 20:00;1.352;4.809;287.549;285.151;0.295;1.773;83.272;0
6-24-2017 20:00;1.811;4.91;288.484;287.559;0.299;1.586;69.569;0
6-25-2017 20:00;1.716;3.449;288.72;288.129;0.299;2.067;68.814;0
6-26-2017 20:00;1.584;5.232;288.679;286.69;0.299;1.463;78.523;0
6-27-2017 20:00;1.333;5.352;288.272;284.92;0.295;1.489;87.167;0
6-28-2017 20:00;1.243;4.853;287.536;285.244;0.292;0.682;83.703;0
6-29-2017 20:00;1.718;5.6;288.698;286.876;0.297;2.19;80.324;0
6-30-2017 20:00;1.293;4.651;288.782;285.278;0.296;1.425;83.209;0
01-07-2017 20:00;1.282;4.649;287.831;284.816;0.291;1.57;83.507;0
02-07-2017 20:00;0.618;1.093;287.694;284.934;0.29;1.453;81.742;0
03-07-2017 20:00;1.695;5.253;287.69;285.704;0.292;1.71;74.041;0
04-07-2017 20:00;1.444;4.335;287.074;285.371;0.288;1.786;76.795;0
05-07-2017 20:00;1.118;3.038;287.538;286.001;0.289;1.641;79.6;0
06-07-2017 20:00;1.521;3.582;287.448;286.492;0.288;1.803;70.722;0
07-07-2017 20:00;1.528;5.71;287.869;285.335;0.289;1.922;83.798;0
08-07-2017 20:00;1.631;4.468;287.817;286.442;0.288;1.805;72.935;0
09-07-2017 20:00;1.237;4.85;288.179;284.586;0.289;1.402;86.274;0
10-07-2017 20:00;0.983;3.445;287.374;284.306;0.286;1.201;83.719;0
11-07-2017 20:00;1.538;4.936;287.633;285.428;0.29;1.444;75.128;0
12-07-2017 20:00;1.805;6.04;288.243;286.015;0.294;1.546;75.272;0
7-13-2017 20:00;1.488;6.123;287.377;283.818;0.289;1.682;84.939;0
7-14-2017 20:00;1.954;5.385;288.341;285.574;0.295;2.21;69.404;0
7-15-2017 20:00;1.358;4.793;286.149;281.482;0.284;1.424;73.188;0
7-16-2017 20:00;1.642;4.625;285.464;283.376;0.281;1.517;63.729;0
7-17-2017 20:00;1.499;5.251;284.867;281.581;0.278;1.803;73.55;0
7-18-2017 20:00;1.623;6.521;286.112;283.558;0.283;2.358;83.051;0
7-19-2017 20:00;1.19;4.921;286.732;283.225;0.285;1.579;87.001;0
7-20-2017 20:00;0.7;2.018;286.875;284.666;0.286;0.799;78.938;0
7-21-2017 20:00;1.748;6.131;286.742;284.75;0.287;1.461;74.854;15.603
7-22-2017 20:00;1.642;5.561;286.597;284.813;0.287;1.966;77.941;0
7-23-2017 20:00;1.977;5.541;287.264;287.267;0.29;1.75;69.381;0
7-24-2017 20:00;1.509;6.079;287.353;283.964;0.289;2.115;84.751;0
7-25-2017 20:00;1.696;7.185;287.859;284.515;0.291;2.301;86.142;0
7-26-2017 20:00;1.36;5.835;287.956;283.587;0.291;1.855;87.734;0
7-27-2017 20:00;1.492;5.53;287.707;283.829;0.289;1.725;80.411;0
7-28-2017 20:00;1.165;4.505;287.111;282.87;0.286;1.582;84.077;0
7-29-2017 20:00;1.283;5.14;286.753;283.123;0.285;1.579;84.428;0
7-30-2017 20:00;1.413;5.371;287.385;284.171;0.288;1.733;83.133;0
7-31-2017 20:00;1.107;2.009;287.517;284.594;0.288;1.883;72.636;0
01-08-2017 20:00;1.785;6.1;286.387;284.251;0.284;1.184;68.364;0
02-08-2017 20:00;1.419;5.624;287.315;283.629;0.286;1.602;83.394;0
03-08-2017 20:00;1.998;7.447;287.393;284.103;0.287;1.963;75.895;0
04-08-2017 20:00;1.709;6.416;287.557;283.913;0.286;1.806;78.729;0
05-08-2017 20:00;1.864;6.617;287.024;284.365;0.282;2.22;76.994;0
06-08-2017 20:00;1.755;6.254;287.979;285.299;0.285;1.854;79.008;0
07-08-2017 20:00;2.471;6.466;288.01;287.171;0.284;2.654;66.695;0
08-08-2017 20:00;2.175;7.048;289.15;286.126;0.287;2.028;72.358;0
09-08-2017 20:00;1.755;5.586;288.356;285.666;0.282;2.117;76.616;0
10-08-2017 20:00;0.41;0.893;288.206;284.625;0.285;1.045;86.19;0.576
11-08-2017 20:00;1.207;4.479;286.849;283.394;0.343;1.144;80.353;0.137
12-08-2017 20:00;2.29;8.16;285.766;284.451;0.384;1.693;69.176;0
8-13-2017 20:00;2.275;7.967;286.42;285.78;0.399;2.027;73.964;0
8-14-2017 20:00;2.091;8.942;287.918;285.548;0.408;1.889;85.898;0
8-15-2017 20:00;2.334;8.684;288.814;286.455;0.41;2.059;78.254;0
8-16-2017 20:00;2.16;8.321;288.668;285.9;0.404;2.248;80.719;0
8-17-2017 20:00;2.223;8.297;289.192;286.066;0.399;2.362;79.251;0
8-18-2017 20:00;2.409;8.266;289.652;286.67;0.394;2.339;74.893;0
8-19-2017 20:00;2.629;7.821;288.942;287.817;0.382;1.92;65.753;0
8-20-2017 20:00;2.238;8.153;288.873;285.866;0.372;2.807;78.538;0
8-21-2017 20:00;1.355;4.022;289.259;286.25;0.364;1.475;76.986;0
8-22-2017 20:00;2.68;9.123;289.611;287.276;0.359;2.534;73.852;0
8-23-2017 20:00;2.518;8.781;290.109;286.439;0.354;2.76;75.24;0
8-24-2017 20:00;2.095;6.768;289.969;285.339;0.345;2.315;72.997;0
8-25-2017 20:00;2.422;8.67;288.739;285.215;0.332;2.317;73.168;0
8-26-2017 20:00;2.795;9.806;290.028;286.008;0.331;2.463;70.744;0
8-27-2017 20:00;2.652;10.022;290.314;285.997;0.325;2.246;75.484;0
8-28-2017 20:00;2.533;8.828;289.884;286.266;0.316;1.941;71.63;0
8-29-2017 20:00;1.348;4.807;289.004;283.994;0.306;2.228;82.922;0
8-30-2017 20:00;1.485;4.71;289.43;285.602;0.305;2.044;79.707;0
8-31-2017 20:00;1.31;3.959;289.261;285.28;0.301;2.271;81.349;0
01-09-2017 20:00;2.55;10.297;290.057;285.885;0.303;2.509;80.053;0
02-09-2017 20:00;2.34;8.659;290.4;286.186;0.301;2.255;77.778;0
03-09-2017 21:00;2.708;9.573;289.885;286.453;0.296;2.203;72.258;0
04-09-2017 21:00;2.94;9.179;290.027;287.08;0.293;2.575;66.876;0
05-09-2017 21:00;2.47;9.818;290.293;285.449;0.322;2.113;78.382;0
06-09-2017 21:00;1.809;6.392;289.836;285.128;0.402;1.621;76.436;0
07-09-2017 21:00;2.343;7.961;289.98;285.745;0.422;1.806;70.208;0
08-09-2017 21:00;2.354;7.009;289.511;285.455;0.403;2.126;65.259;0
09-09-2017 21:00;2.965;10.745;289.682;285.725;0.388;1.779;66.833;0
10-09-2017 21:00;2.969;11.309;288.602;284.545;0.377;2.656;69.718;0
11-09-2017 21:00;2.859;9.165;289.737;285.497;0.383;2.525;64.477;0
12-09-2017 21:00;2.404;9.528;288.795;283.437;0.365;1.414;70.095;0
9-13-2017 21:00;2.995;10.357;288.941;285.85;0.355;2.33;66.8;0
9-14-2017 21:00;2.552;10.044;289.938;285.91;0.378;2.007;78.114;0
9-15-2017 21:00;2.412;9.394;290.786;286.2;0.388;1.815;79.102;0
9-16-2017 21:00;2.984;10.545;291.122;287.428;0.375;2.137;71.94;0
9-17-2017 21:00;3.128;11.622;291.173;286.837;0.362;2.47;73.029;0
9-18-2017 21:00;2.4;7.974;290.661;286.156;0.348;1.86;69.719;0
9-19-2017 21:00;2.986;11.159;290.561;286.264;0.34;2.036;71.826;0
9-20-2017 21:00;2.866;11.265;290.564;286.325;0.331;2.215;76.876;0
9-21-2017 21:00;2.978;11.669;290.933;286.351;0.324;2.193;75.812;0
9-22-2017 21:00;3.129;11.84;291.664;287.131;0.32;2.275;74.632;0
9-23-2017 21:00;2.553;9.462;292.042;286.889;0.314;2.2;77.459;0
9-24-2017 21:00;3.048;12.703;291.988;286.848;0.341;2.696;80.717;0
9-25-2017 21:00;2.427;9.489;292.04;286.852;0.377;2.143;81.274;0
9-26-2017 21:00;2.446;8.949;291.825;287.182;0.367;1.979;77.835;0
9-27-2017 21:00;2.464;8.994;291.188;286.944;0.354;2.065;77.195;0
9-28-2017 21:00;3.449;12.356;291.633;288.387;0.347;2.608;72.785;0
9-29-2017 21:00;4.078;11.311;291.762;289.857;0.336;2.996;59.02;0
9-30-2017 21:00;2.977;12.428;291.314;285.733;0.324;2.523;78.367;0
01-10-2017 21:00;3.504;12.074;291.089;287.296;0.315;2.43;66.195;0
02-10-2017 21:00;4.078;11.635;291.751;289.341;0.309;3.012;59.023;0
03-10-2017 21:00;3.518;13.172;292.848;287.707;0.305;2.787;73.31;0
04-10-2017 21:00;3.606;11.794;293.347;288.722;0.298;2.923;68.185;0
05-10-2017 21:00;3.385;12.616;292.498;287.522;0.314;3.034;73.891;0
06-10-2017 21:00;3.347;11.967;292.84;287.523;0.362;2.859;71.723;0
07-10-2017 21:00;3.447;13.005;292.481;287.199;0.353;2.913;73.058;0
08-10-2017 21:00;2.872;11.665;291.938;286.032;0.339;2.405;78.238;0
09-10-2017 21:00;3.227;12.131;292.583;287.179;0.332;1.987;72.85;0
10-10-2017 21:00;3.05;12.429;291.681;285.013;0.319;2.471;74.106;0
11-10-2017 21:00;3.458;13.092;290.918;284.997;0.308;2.384;65.089;0
12-10-2017 21:00;3.558;12.919;290.994;286.095;0.335;2.252;64.486;0
10-13-2017 21:00;3.318;12.954;291.868;286.434;0.366;2.41;73.332;0
10-14-2017 21:00;3.179;13.246;291.582;285.742;0.35;2.912;76.745;0
10-15-2017 21:00;3.056;10.822;292.187;287.099;0.34;2.807;72.537;0
10-16-2017 21:00;3.526;13.605;292.033;287.275;0.329;2.54;73.637;0
10-17-2017 21:00;3.806;14.216;293.025;288.365;0.326;2.506;72.57;0
10-18-2017 21:00;3.428;13.877;292.44;286.951;0.318;3.004;76.653;0
10-19-2017 21:00;3.325;12.649;293.146;287.579;0.313;2.478;75.018;0
10-20-2017 21:00;3.985;15.223;293.587;288.285;0.307;2.637;72.827;0
10-21-2017 21:00;3.453;13.011;293.774;288.087;0.299;2.529;74.927;0
10-22-2017 21:00;3.104;12.202;293.23;287.085;0.34;2.351;77.296;0
10-23-2017 21:00;3.632;14.445;293.018;287.488;0.364;2.735;75.673;0
10-24-2017 21:00;3.416;14.554;292.908;286.736;0.348;2.635;79.62;0
10-25-2017 21:00;3.612;14.126;293.133;287.301;0.337;2.295;73.851;0
10-26-2017 21:00;3.408;14.103;292.908;286.613;0.326;2.704;77.252;0
10-27-2017 21:00;3.011;10.77;292.719;287.299;0.317;2.494;73.183;0
10-28-2017 21:00;3.962;15.106;293.164;287.679;0.31;2.476;70.729;0
10-29-2017 21:00;3.722;15.184;292.599;286.807;0.298;2.735;74.741;0
10-30-2017 21:00;3.815;15.028;292.728;287.404;0.291;2.66;73.473;0
10-31-2017 21:00;3.592;14.314;292.787;286.831;0.282;2.4;73.968;0
01-11-2017 21:00;4.053;15.417;292.942;287.854;0.327;2.284;70.203;0
02-11-2017 21:00;3.967;14.749;292.535;287.702;0.345;2.64;69.165;0
03-11-2017 21:00;3.426;13.162;292.602;287.762;0.33;2.342;75.317;0
04-11-2017 21:00;4.101;15.909;292.875;288.408;0.319;2.771;73.626;0
05-11-2017 21:00;4.409;16.951;293.592;289.022;0.31;2.517;72.891;0
06-11-2017 21:00;4.292;16.097;294.224;289.663;0.302;2.508;73.624;0
07-11-2017 21:00;4.352;17.106;294.206;289.366;0.291;2.754;76.052;0
08-11-2017 21:00;4.456;16.218;294.034;289.946;0.334;2.494;71.04;0
09-11-2017 21:00;4.148;15.563;293.964;289.42;0.355;2.544;73.838;0
10-11-2017 21:00;3.774;13.403;294.055;289.727;0.339;2.214;72.568;0
11-11-2017 21:00;3.896;14.187;293.445;289.117;0.325;2.063;71.449;0
12-11-2017 21:00;4.686;16.853;293.954;290.326;0.315;2.165;69.168;0
11-13-2017 21:00;4.883;17.593;294.31;290.431;0.304;2.686;69.318;0
11-14-2017 21:00;4.358;15.759;294.49;289.808;0.313;2.797;71.183;0
11-15-2017 21:00;3.395;12.92;293.459;288.259;0.364;2.114;76.078;0
11-16-2017 21:00;3.534;12.401;293.133;289.047;0.353;2.513;72.395;0
11-17-2017 21:00;3.651;13.45;292.989;288.776;0.338;1.883;72.7;0
11-18-2017 21:00;4.436;17.133;292.927;288.946;0.324;2.476;72.854;0
11-19-2017 21:00;3.67;14.339;292.787;288.09;0.333;2.508;75.911;0
11-20-2017 21:00;4.342;17.302;292.755;288.646;0.36;2.543;75.082;0
11-21-2017 21:00;4.549;17.567;293.076;289.3;0.345;2.222;73.442;0
11-22-2017 21:00;4.443;17.462;293.348;288.909;0.331;2.531;74.211;0
11-23-2017 21:00;3.494;13.441;292.977;288.592;0.329;2.772;77.496;0
11-24-2017 21:00;4.618;18.13;292.871;288.928;0.376;2.559;73.142;0
11-25-2017 21:00;3.946;14.336;293.177;289.361;0.369;2.181;71.958;0
11-26-2017 21:00;4.52;16.222;293.423;290.138;0.363;2.363;69.852;0
11-27-2017 21:00;4.929;17.181;293.57;290.46;0.35;2.383;65.646;0
11-28-2017 21:00;4.993;17.922;294.095;290.341;0.337;2.585;67.833;0
11-29-2017 21:00;3.9;14.006;293.698;289.272;0.324;2.488;71.773;0
11-30-2017 21:00;4.757;16.17;294.344;290.487;0.316;2.553;65.362;0
01-12-2017 21:00;4.447;14.574;294.539;290.449;0.316;2.462;64.461;0
02-12-2017 21:00;4.69;17.256;294.209;289.751;0.332;2.333;69.582;0
03-12-2017 21:00;4.342;15.518;294.576;289.89;0.32;2.054;69.126;0
04-12-2017 21:00;4.136;14.978;294.537;289.679;0.308;2.133;71.263;0
05-12-2017 21:00;4.166;14.96;294.632;289.663;0.297;2.235;70.509;0
06-12-2017 21:00;4.311;15.731;294.923;289.867;0.289;2.277;71.622;0
07-12-2017 21:00;3.786;14.287;294.499;289.049;0.279;2.019;75.048;0
08-12-2017 21:00;4.668;17.077;295.319;290.51;0.29;2.456;71.902;0
09-12-2017 21:00;4.275;15.723;295.107;290.062;0.33;2.558;73.444;0
10-12-2017 21:00;4.06;14.764;294.818;290.2;0.319;2.613;74.422;0
11-12-2017 21:00;3.468;11.817;294.31;289.843;0.307;1.984;71.396;0
12-12-2017 21:00;4.919;18.563;294.017;289.577;0.293;2.1;69.809;0
12-13-2017 21:00;4.725;18.291;294.542;290.117;0.283;2.323;75.518;0
12-14-2017 21:00;4.168;14.499;295.046;291.197;0.275;1.929;71.755;0
12-15-2017 21:00;4.384;14.685;295.443;291.674;0.311;2.071;68.847;0
12-16-2017 21:00;4.548;15.942;295.383;291.444;0.343;1.905;70.737;0
12-17-2017 21:00;5.686;18.72;295.92;293.225;0.335;2.442;65.062;0
12-18-2017 21:00;5.195;17.858;295.893;292.303;0.323;2.604;69.318;0
12-19-2017 21:00;4.658;16.125;296.055;291.868;0.306;2.067;70.649;0
12-20-2017 21:00;4.808;16.215;296.166;292.186;0.293;1.996;67.92;0
12-21-2017 21:00;4.989;18.233;295.905;290.988;0.281;2.313;71.407;0
12-22-2017 21:00;4.522;16.437;295.784;290.71;0.271;2.107;72.473;0
12-23-2017 21:00;4.81;17.278;296.335;291.365;0.265;2.35;72.107;0
12-24-2017 21:00;4.255;15.46;295.889;290.694;0.257;2.276;74.225;0
12-25-2017 21:00;4.227;14.827;296.016;291.191;0.253;2.384;73.166;0
12-26-2017 21:00;4.788;16.263;296.33;292.064;0.328;2.134;68.849;0
12-27-2017 21:00;4.607;15.493;296.155;292.526;0.371;1.967;69.947;0
12-28-2017 21:00;4.999;17.642;296.209;292.047;0.349;2.438;71.682;0
12-29-2017 21:00;5.31;18.21;296.491;292.642;0.334;2.254;68.781;0
12-30-2017 21:00;3.909;13.416;295.745;291.537;0.317;2.017;73.608;0
12-31-2017 21:00;5.388;17.979;296.424;293.055;0.308;2.099;66.447;0
01-01-2018 21:00;5.145;18.099;296.249;292;0.297;2.247;70.114;0
02-01-2018 21:00;4.615;17.299;296.111;290.827;0.286;2.757;75.301;0
03-01-2018 21:00;4.961;18.362;296.287;291.374;0.287;2.49;74.107;0
04-01-2018 21:00;4.858;17.721;296.03;291.357;0.32;2.244;73.169;0
05-01-2018 21:00;4.921;17.489;296.168;291.861;0.324;2.375;72.113;0
06-01-2018 21:00;4.652;14.772;296.11;292.97;0.315;2.23;67.05;0
07-01-2018 21:00;5.36;18.037;296.034;292.781;0.304;2.161;66.77;0
08-01-2018 21:00;5.47;18.167;296.633;293.271;0.297;2.419;67.26;0
09-01-2018 21:00;4.285;15.054;295.9;291.198;0.285;2.079;72.303;0
10-01-2018 21:00;5.17;17.209;296.419;292.882;0.28;2.269;67.593;0
11-01-2018 21:00;4.896;16.715;296.632;292.741;0.274;2.343;71.303;0
12-01-2018 21:00;4.857;16.871;296.718;292.616;0.27;2.69;73.153;0
1-13-2018 21:00;4.143;13.514;296.653;292.612;0.266;2.324;72.01;0
1-14-2018 21:00;4.767;16.148;296.653;292.407;0.262;2.17;69.931;0
1-15-2018 21:00;4.906;17.106;296.848;291.988;0.26;2.443;70.992;0
1-16-2018 21:00;4.67;16.251;296.692;291.925;0.258;2.263;71.696;0
1-17-2018 21:00;4.914;16.696;296.898;292.363;0.257;2.306;69.531;0
1-18-2018 21:00;4.431;15.112;296.634;291.995;0.255;2.649;72.536;0
1-19-2018 21:00;4.827;16.076;296.712;292.206;0.254;2.545;68.582;0
1-20-2018 21:00;4.502;14.841;296.593;291.759;0.252;2.138;67.145;0
1-21-2018 21:00;4.759;16.698;296.43;291.399;0.25;2.52;70.724;0
1-22-2018 21:00;4.777;16.08;296.978;292.312;0.25;2.179;69.029;0
1-23-2018 21:00;4.494;16.119;296.764;291.432;0.247;2.489;74.133;0
1-24-2018 21:00;4.802;16.316;297.188;292.541;0.261;2.324;70.809;0
1-25-2018 21:00;4.362;14.776;297.061;292.167;0.263;2.202;71.876;0
1-26-2018 21:00;4.239;15.452;296.631;290.925;0.261;2.344;75.337;0
1-27-2018 21:00;4.453;15.76;296.654;291.48;0.259;2.312;73.214;0
1-28-2018 21:00;4.643;15.415;296.958;292.255;0.257;2.516;69.615;0
1-29-2018 21:00;3.974;14.262;296.678;290.999;0.254;2.658;76.21;0
1-30-2018 21:00;4.287;15.945;296.2;290.248;0.25;2.325;74.689;0
1-31-2018 21:00;4.231;13.609;296.844;292.541;0.251;2.2;69.692;0
01-02-2018 21:00;4.589;14.5;297.027;292.93;0.264;2.51;68.194;0
02-02-2018 21:00;4.817;15.95;296.726;292.735;0.301;2.406;69.338;0
03-02-2018 21:00;4.424;13.925;296.668;293.284;0.297;2.129;68.335;0
04-02-2018 21:00;5.089;16.494;296.916;293.403;0.292;2.248;67.222;0
05-02-2018 21:00;4.764;16.143;297.206;293.082;0.286;2.611;72.949;0
06-02-2018 21:00;5.164;16.373;297.814;294.176;0.288;2.613;68.481;0
07-02-2018 21:00;4.981;16.212;297.813;294.038;0.354;2.287;70.284;0
08-02-2018 21:00;4.974;16.333;297.784;293.793;0.344;2.419;70.767;0
09-02-2018 21:00;4.725;16.233;297.442;292.989;0.331;2.417;73.669;0
10-02-2018 21:00;4.418;14.522;297.597;293.289;0.323;2.246;72.351;0
11-02-2018 21:00;4.613;16.188;297.519;292.707;0.314;2.464;75.296;0
12-02-2018 21:00;4.418;14.396;297.322;293.1;0.307;2.029;70.303;0
2-13-2018 21:00;4.611;15.634;297.135;292.672;0.305;2.374;72.284;0
2-14-2018 21:00;4.577;15.799;296.988;292.136;0.309;2.235;72.132;0
2-15-2018 21:00;4.518;15.757;297.181;292.358;0.307;2.375;74.242;0
2-16-2018 21:00;3.33;11.003;296.584;291.869;0.301;2.121;76.041;0
2-17-2018 21:00;2.467;7.089;295.939;292.005;0.309;2.049;75.892;0
2-18-2018 21:00;5.026;16.306;296.533;293.78;0.34;1.956;67.62;0
2-19-2018 21:00;4.695;15.391;296.881;293.509;0.334;2.039;70.276;0
2-20-2018 21:00;4.628;15.54;296.785;292.731;0.326;2.438;71.708;0
2-21-2018 21:00;4.17;14.238;297.093;292.658;0.332;2.215;75.116;0
2-22-2018 21:00;3.972;13.257;296.94;292.369;0.332;2.155;73.682;0
2-23-2018 21:00;3.937;12.464;297.016;292.765;0.327;2.321;71.771;0
2-24-2018 21:00;4.031;13.89;296.837;291.804;0.321;2.214;74.387;0
2-25-2018 21:00;2.927;9.173;296.124;291.086;0.314;2.169;74.629;0
2-26-2018 21:00;3.728;11.972;296;291.181;0.327;2.394;70.581;0
2-27-2018 21:00;3.98;14.555;295.418;290.003;0.363;2.01;73.997;0
2-28-2018 21:00;3.704;13.335;295.695;290.699;0.354;2.121;76.687;0
01-03-2018 21:00;3.738;13.417;295.774;290.916;0.345;2.198;76.932;0
02-03-2018 21:00;4.141;14.25;296.097;291.541;0.339;2.174;72.728;0
03-03-2018 21:00;4.318;15.059;296.084;291.227;0.332;2.398;72.263;0
04-03-2018 21:00;3.619;12.654;295.56;290.653;0.332;2;74.571;0
05-03-2018 21:00;3.364;10.218;295.938;292.413;0.357;1.75;69.373;0
06-03-2018 21:00;4.159;13.615;295.595;291.626;0.353;2.244;69.185;0
07-03-2018 21:00;4.322;13.385;295.27;291.654;0.345;2.057;62.582;0
08-03-2018 21:00;4.071;13.357;295.003;290.93;0.337;2.124;67.457;0
09-03-2018 21:00;3.957;13.363;294.937;291.16;0.331;2.215;71.563;0
10-03-2018 21:00;3.771;13.065;295.118;291.124;0.34;2.579;75.398;0
11-03-2018 21:00;3.987;13.187;295.577;291.452;0.364;2.174;70.454;0
12-03-2018 21:00;3.844;12.918;294.897;290.811;0.353;2.341;71.506;0
3-13-2018 21:00;3.664;12.811;294.667;290.301;0.346;2.048;73.405;0
3-14-2018 21:00;3.725;12.661;294.391;290.348;0.339;2.403;72.086;0
3-15-2018 21:00;2.816;10.243;294.511;289.794;0.341;2.171;81.018;0
3-16-2018 21:00;3.136;11.924;294.429;289.302;0.379;2.229;80.633;0
3-17-2018 21:00;3.415;12.345;293.716;289.275;0.374;2.327;75.417;0
3-18-2018 21:00;3.145;12.481;293.542;288.165;0.364;2.22;80.605;0
3-19-2018 21:00;2.819;10.965;292.986;287.519;0.355;2.051;79.616;0
3-20-2018 21:00;2.825;11.53;292.486;286.788;0.347;2.133;80.914;0
3-21-2018 21:00;2.944;10.396;292.784;288.475;0.343;2.151;75.101;0
3-22-2018 21:00;3.234;12.005;292.621;288.772;0.338;1.958;76.561;0
3-23-2018 21:00;3.098;10.217;293.009;290.184;0.334;2.306;74.464;0
3-24-2018 21:00;3.259;12.353;293.219;289.405;0.331;2.626;80.048;0
3-25-2018 21:00;1.313;4.678;292.766;288.308;0.326;0.98;85.648;0
3-26-2018 21:00;;;;;;;;0
3-27-2018 21:00;;;;;;;;0
3-28-2018 21:00;;;;;;;;0
3-29-2018 21:00;;;;;;;;0
3-30-2018 21:00;;;;;;;;0
3-31-2018 21:00;;;;;;;;0
01-04-2018 21:00;;;;;;;;0
02-04-2018 21:00;;;;;;;;0
03-04-2018 21:00;;;;;;;;0
04-04-2018 21:00;;;;;;;;0
05-04-2018 21:00;;;;;;;;0
06-04-2018 21:00;;;;;;;;0
07-04-2018 21:00;;;;;;;;0
08-04-2018 20:00;;;;;;;;0
09-04-2018 20:00;;;;;;;;0
10-04-2018 20:00;;;;;;;;0
11-04-2018 20:00;3.44;11.19;292.886;291.316;0.366;2.884;75.258;0
12-04-2018 20:00;1.783;5.903;292.564;288.637;0.367;1.559;80.55;0
